# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/weight-for-length-height/expanded-tables/wfh-boys-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): ed3b590f9c65937a138408b13618f33684bb6406a0c56d6a2ce3fd9053a3f59f
# key column 'Height' is in cms; rows: 551
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
77.8,-0.3521,10.1741,0.08318,8.01,8.655,12.077,13.211
77.9,-0.3521,10.1923,0.08317,8.024,8.671,12.098,13.234
78,-0.3521,10.2105,0.08317,8.039,8.686,12.12,13.258
78.1,-0.3521,10.2286,0.08317,8.053,8.702,12.141,13.281
78.2,-0.3521,10.2468,0.08316,8.067,8.718,12.162,13.304
78.3,-0.3521,10.2649,0.08316,8.082,8.733,12.184,13.328
78.4,-0.3521,10.2831,0.08315,8.096,8.749,12.205,13.351
78.5,-0.3521,10.3012,0.08315,8.111,8.764,12.227,13.375
78.6,-0.3521,10.3194,0.08314,8.125,8.78,12.248,13.398
78.7,-0.3521,10.3376,0.08313,8.14,8.795,12.269,13.421
78.8,-0.3521,10.3558,0.08313,8.154,8.811,12.291,13.445
78.9,-0.3521,10.3741,0.08312,8.169,8.826,12.313,13.468
79,-0.3521,10.3923,0.08311,8.183,8.842,12.334,13.491
79.1,-0.3521,10.4107,0.0831,8.198,8.858,12.355,13.514
79.2,-0.3521,10.4291,0.08309,8.213,8.874,12.377,13.538
79.3,-0.3521,10.4475,0.08308,8.227,8.89,12.399,13.561
79.4,-0.3521,10.466,0.08307,8.242,8.906,12.42,13.585
79.5,-0.3521,10.4845,0.08305,8.257,8.922,12.442,13.608
79.6,-0.3521,10.5031,0.08304,8.272,8.938,12.464,13.632
79.7,-0.3521,10.5217,0.08303,8.287,8.954,12.485,13.655
79.8,-0.3521,10.5405,0.08301,8.302,8.97,12.507,13.679
79.9,-0.3521,10.5592,0.083,8.317,8.986,12.529,13.703
80,-0.3521,10.5781,0.08298,8.332,9.002,12.551,13.726
80.1,-0.3521,10.597,0.08297,8.348,9.019,12.573,13.75
80.2,-0.3521,10.6161,0.08295,8.363,9.035,12.595,13.774
80.3,-0.3521,10.6352,0.08293,8.379,9.052,12.617,13.798
80.4,-0.3521,10.6544,0.08291,8.394,9.069,12.64,13.822
80.5,-0.3521,10.6737,0.0829,8.41,9.085,12.662,13.847
80.6,-0.3521,10.6931,0.08288,8.425,9.102,12.685,13.871
80.7,-0.3521,10.7126,0.08286,8.441,9.119,12.707,13.895
80.8,-0.3521,10.7322,0.08284,8.457,9.136,12.73,13.92
80.9,-0.3521,10.752,0.08282,8.473,9.153,12.753,13.945
81,-0.3521,10.7718,0.08279,8.489,9.171,12.776,13.969
81.1,-0.3521,10.7918,0.08277,8.506,9.188,12.799,13.994
81.2,-0.3521,10.8119,0.08275,8.522,9.205,12.822,14.019
81.3,-0.3521,10.8321,0.08273,8.538,9.223,12.845,14.044
81.4,-0.3521,10.8524,0.0827,8.555,9.241,12.869,14.069
81.5,-0.3521,10.8728,0.08268,8.572,9.258,12.892,14.095
81.6,-0.3521,10.8934,0.08265,8.589,9.277,12.916,14.12
81.7,-0.3521,10.9142,0.08263,8.606,9.295,12.94,14.146
81.8,-0.3521,10.935,0.0826,8.623,9.313,12.964,14.172
81.9,-0.3521,10.956,0.08258,8.64,9.331,12.988,14.198
82,-0.3521,10.9772,0.08255,8.657,9.35,13.013,14.224
82.1,-0.3521,10.9985,0.08252,8.675,9.368,13.037,14.25
82.2,-0.3521,11.0199,0.08249,8.692,9.387,13.061,14.277
82.3,-0.3521,11.0415,0.08246,8.71,9.406,13.086,14.303
82.4,-0.3521,11.0632,0.08244,8.728,9.425,13.111,14.33
82.5,-0.3521,11.0851,0.08241,8.746,9.444,13.137,14.357
82.6,-0.3521,11.1071,0.08238,8.764,9.463,13.162,14.384
82.7,-0.3521,11.1293,0.08235,8.782,9.483,13.187,14.412
82.8,-0.3521,11.1516,0.08231,8.8,9.503,13.213,14.439
82.9,-0.3521,11.174,0.08228,8.819,9.522,13.238,14.466
83,-0.3521,11.1966,0.08225,8.837,9.542,13.264,14.494
83.1,-0.3521,11.2193,0.08222,8.856,9.562,13.29,14.522
83.2,-0.3521,11.2422,0.08219,8.875,9.582,13.316,14.55
83.3,-0.3521,11.2651,0.08215,8.894,9.602,13.342,14.578
83.4,-0.3521,11.2882,0.08212,8.913,9.622,13.369,14.606
83.5,-0.3521,11.3114,0.08209,8.932,9.643,13.396,14.635
83.6,-0.3521,11.3347,0.08205,8.951,9.663,13.422,14.663
83.7,-0.3521,11.3581,0.08202,8.971,9.684,13.449,14.692
83.8,-0.3521,11.3817,0.08198,8.99,9.705,13.476,14.721
83.9,-0.3521,11.4053,0.08195,9.01,9.725,13.503,14.75
84,-0.3521,11.429,0.08191,9.029,9.746,13.53,14.778
84.1,-0.3521,11.4529,0.08188,9.049,9.767,13.557,14.808
84.2,-0.3521,11.4768,0.08184,9.069,9.788,13.584,14.837
84.3,-0.3521,11.5007,0.08181,9.088,9.809,13.612,14.866
84.4,-0.3521,11.5248,0.08177,9.109,9.831,13.639,14.895
84.5,-0.3521,11.549,0.08174,9.128,9.852,13.667,14.925
84.6,-0.3521,11.5732,0.0817,9.149,9.873,13.694,14.955
84.7,-0.3521,11.5975,0.08166,9.169,9.895,13.722,14.984
84.8,-0.3521,11.6218,0.08163,9.189,9.916,13.75,15.014
84.9,-0.3521,11.6462,0.08159,9.209,9.938,13.777,15.043
85,-0.3521,11.6707,0.08156,9.229,9.959,13.806,15.074
85.1,-0.3521,11.6952,0.08152,9.25,9.981,13.833,15.103
85.2,-0.3521,11.7198,0.08148,9.27,10.002,13.861,15.133
85.3,-0.3521,11.7444,0.08145,9.29,10.024,13.89,15.163
85.4,-0.3521,11.769,0.08141,9.311,10.046,13.917,15.193
85.5,-0.3521,11.7937,0.08138,9.331,10.067,13.946,15.224
85.6,-0.3521,11.8184,0.08134,9.352,10.089,13.974,15.253
85.7,-0.3521,11.8431,0.08131,9.372,10.111,14.002,15.284
85.8,-0.3521,11.8678,0.08128,9.392,10.133,14.03,15.314
85.9,-0.3521,11.8926,0.08124,9.413,10.154,14.059,15.344
86,-0.3521,11.9173,0.08121,9.433,10.176,14.087,15.374
86.1,-0.3521,11.9421,0.08118,9.454,10.198,14.115,15.405
86.2,-0.3521,11.9668,0.08114,9.474,10.22,14.143,15.435
86.3,-0.3521,11.9916,0.08111,9.495,10.242,14.172,15.465
86.4,-0.3521,12.0163,0.08108,9.515,10.263,14.2,15.496
86.5,-0.3521,12.0411,0.08105,9.536,10.285,14.228,15.526
86.6,-0.3521,12.0658,0.08102,9.556,10.307,14.257,15.556
86.7,-0.3521,12.0905,0.08099,9.576,10.328,14.285,15.587
86.8,-0.3521,12.1152,0.08096,9.597,10.35,14.313,15.617
86.9,-0.3521,12.1398,0.08093,9.617,10.372,14.341,15.647
87,-0.3521,12.1645,0.0809,9.637,10.393,14.37,15.677
87.1,-0.3521,12.1891,0.08087,9.658,10.415,14.398,15.708
