# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/weight-for-age/expanded-tables/wfa-girls-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): ee3ae12cb96c6c5541cdf43665c03ce6c984f877859a183a5f6104eb06a49a6e
# key column 'Day' is in days; rows: 1857
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
122,-0.0053,6.428,0.12401,4.433,5.017,8.239,9.328
123,-0.0067,6.445,0.12395,4.446,5.031,8.26,9.352
124,-0.008,6.462,0.1239,4.458,5.045,8.281,9.376
125,-0.0094,6.4788,0.12385,4.471,5.059,8.302,9.4
126,-0.0107,6.4956,0.1238,4.484,5.073,8.323,9.424
127,-0.012,6.5122,0.12375,4.496,5.086,8.344,9.448
128,-0.0133,6.5288,0.1237,4.509,5.1,8.365,9.471
129,-0.0146,6.5452,0.12365,4.521,5.113,8.385,9.494
130,-0.0159,6.5615,0.1236,4.534,5.127,8.406,9.517
131,-0.0172,6.5777,0.12355,4.546,5.14,8.426,9.54
132,-0.0185,6.5939,0.12351,4.558,5.154,8.446,9.563
133,-0.0198,6.6099,0.12346,4.57,5.167,8.466,9.586
134,-0.021,6.6258,0.12342,4.582,5.18,8.486,9.609
135,-0.0223,6.6416,0.12337,4.594,5.193,8.506,9.631
136,-0.0235,6.6573,0.12333,4.606,5.206,8.526,9.654
137,-0.0248,6.6729,0.12329,4.618,5.219,8.545,9.676
138,-0.026,6.6884,0.12325,4.629,5.231,8.565,9.698
139,-0.0273,6.7039,0.12321,4.641,5.244,8.584,9.72
140,-0.0285,6.7192,0.12317,4.652,5.257,8.604,9.742
141,-0.0297,6.7344,0.12313,4.664,5.269,8.623,9.764
142,-0.0309,6.7495,0.12309,4.675,5.282,8.642,9.785
143,-0.0321,6.7646,0.12305,4.687,5.294,8.661,9.807
144,-0.0333,6.7795,0.12301,4.698,5.306,8.679,9.828
145,-0.0345,6.7944,0.12298,4.709,5.318,8.698,9.849
146,-0.0357,6.8091,0.12294,4.72,5.331,8.717,9.87
147,-0.0369,6.8238,0.12291,4.731,5.343,8.735,9.892
