# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-boys-z-who-2007-exp.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): d78fa8cafcab77dcb5f03d71506d92bdcb28f89c642816b6bb0eef466b007466
# key column 'Month' is in months; rows: 168
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
158,1,157.266,0.04756,134.827,142.307,172.225,179.705
159,1,157.8775,0.04754,135.361,142.867,172.888,180.394
160,1,158.4871,0.04751,135.898,143.428,173.547,181.076
161,1,159.0937,0.04747,136.437,143.989,174.198,181.75
162,1,159.6962,0.04744,136.968,144.544,174.848,182.424
163,1,160.2939,0.0474,137.5,145.098,175.49,183.088
164,1,160.8861,0.04735,138.032,145.65,176.122,183.74
165,1,161.472,0.0473,138.559,146.197,176.747,184.385
166,1,162.0505,0.04725,139.08,146.737,177.364,185.021
167,1,162.6207,0.0472,139.594,147.269,177.972,185.648
168,1,163.1816,0.04714,140.104,147.797,178.566,186.259
169,1,163.7321,0.04707,140.611,148.318,179.146,186.853
170,1,164.2717,0.04701,141.104,148.827,179.717,187.439
171,1,164.7994,0.04694,141.592,149.328,180.271,188.006
172,1,165.3145,0.04687,142.07,149.818,180.811,188.559
173,1,165.8165,0.04679,142.541,150.299,181.334,189.092
174,1,166.305,0.04671,143.001,150.769,181.841,189.609
175,1,166.7799,0.04663,143.449,151.226,182.334,190.111
176,1,167.2415,0.04655,143.886,151.671,182.812,190.597
177,1,167.6899,0.04646,144.317,152.108,183.272,191.063
178,1,168.1255,0.04637,144.738,152.534,183.717,191.513
179,1,168.5482,0.04628,145.147,152.947,184.149,191.949
180,1,168.958,0.04619,145.545,153.35,184.566,192.371
181,1,169.3549,0.04609,145.938,153.744,184.966,192.772
182,1,169.7389,0.04599,146.32,154.126,185.351,193.158
183,1,170.1099,0.04589,146.691,154.497,185.723,193.529
184,1,170.468,0.04579,147.051,154.857,186.079,193.885
185,1,170.8136,0.04569,147.4,155.205,186.423,194.227
186,1,171.1468,0.04559,147.739,155.542,186.752,194.555
187,1,171.468,0.04548,148.073,155.871,187.065,194.863
188,1,171.7773,0.04538,148.392,156.187,187.368,195.163
189,1,172.0748,0.04527,148.705,156.495,187.654,195.444
190,1,172.3606,0.04516,149.009,156.793,187.928,195.712
191,1,172.6345,0.04506,149.298,157.077,188.192,195.971
192,1,172.8967,0.04495,149.582,157.353,188.44,196.212
193,1,173.147,0.04484,149.855,157.619,188.675,196.439
194,1,173.3856,0.04473,150.119,157.875,188.897,196.652
195,1,173.6126,0.04462,150.373,158.119,189.106,196.852
196,1,173.828,0.04451,150.617,158.354,189.302,197.039
197,1,174.0321,0.0444,150.851,158.578,189.486,197.213
198,1,174.2251,0.04429,151.076,158.792,189.658,197.374
199,1,174.4071,0.04418,151.291,158.996,189.818,197.523
200,1,174.5784,0.04407,151.497,159.191,189.966,197.659
201,1,174.7392,0.04396,151.695,159.376,190.102,197.784
202,1,174.8896,0.04385,151.883,159.552,190.227,197.896
203,1,175.0301,0.04375,152.057,159.715,190.345,198.003
204,1,175.1609,0.04364,152.229,159.873,190.449,198.093
205,1,175.2824,0.04353,152.392,160.022,190.542,198.173
206,1,175.3951,0.04343,152.543,160.16,190.63,198.247
