# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-boys-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): c4b1c9029ab9751a5f0888e32f35c7c0287a16d361885cf911ecf23b3f7f6b4f
# key column 'Day' is in days; rows: 1857
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
97,1,61.9274,0.03313,55.772,57.824,66.031,68.082
98,1,62.013,0.03311,55.853,57.906,66.12,68.173
99,1,62.0981,0.03308,55.935,57.99,66.207,68.261
100,1,62.1826,0.03306,56.015,58.071,66.294,68.35
101,1,62.2665,0.03303,56.097,58.153,66.38,68.436
102,1,62.3499,0.03301,56.175,58.234,66.466,68.524
103,1,62.4327,0.03298,56.256,58.315,66.551,68.61
104,1,62.5149,0.03296,56.333,58.394,66.636,68.696
105,1,62.5966,0.03294,56.411,58.473,66.72,68.782
106,1,62.6778,0.03291,56.49,58.552,66.803,68.866
107,1,62.7584,0.03289,56.566,58.63,66.887,68.951
108,1,62.8384,0.03287,56.642,58.707,66.969,69.035
109,1,62.918,0.03284,56.719,58.786,67.05,69.117
110,1,62.9969,0.03282,56.794,58.862,67.132,69.2
111,1,63.0754,0.0328,56.869,58.938,67.213,69.282
112,1,63.1533,0.03278,56.943,59.013,67.294,69.364
113,1,63.2307,0.03276,57.016,59.088,67.374,69.445
114,1,63.3076,0.03273,57.091,59.163,67.452,69.524
115,1,63.3839,0.03271,57.164,59.237,67.53,69.604
116,1,63.4598,0.03269,57.236,59.311,67.609,69.683
117,1,63.5351,0.03267,57.308,59.384,67.686,69.762
118,1,63.6099,0.03265,57.379,59.456,67.764,69.84
119,1,63.6842,0.03263,57.45,59.528,67.84,69.918
120,1,63.758,0.03261,57.521,59.6,67.916,69.995
121,1,63.8313,0.03259,57.591,59.671,67.992,70.072
122,1,63.9041,0.03257,57.66,59.741,68.067,70.148
123,1,63.9765,0.03255,57.729,59.812,68.141,70.224
124,1,64.0483,0.03253,57.798,59.881,68.215,70.299
125,1,64.1197,0.03251,57.866,59.951,68.289,70.373
126,1,64.1906,0.03249,57.934,60.019,68.362,70.447
127,1,64.261,0.03247,58.001,60.088,68.434,70.521
128,1,64.331,0.03245,58.068,60.156,68.506,70.594
129,1,64.4006,0.03243,58.135,60.224,68.578,70.666
130,1,64.4697,0.03241,58.201,60.291,68.649,70.738
131,1,64.5383,0.03239,58.267,60.358,68.719,70.809
132,1,64.6066,0.03238,58.331,60.423,68.791,70.882
133,1,64.6744,0.03236,58.396,60.489,68.86,70.953
134,1,64.7418,0.03234,58.461,60.554,68.929,71.023
135,1,64.8088,0.03232,58.525,60.62,68.998,71.093
136,1,64.8755,0.0323,58.589,60.685,69.066,71.162
137,1,64.9417,0.03229,58.651,60.748,69.136,71.233
138,1,65.0075,0.03227,58.714,60.812,69.203,71.301
139,1,65.073,0.03225,58.777,60.876,69.27,71.369
140,1,65.138,0.03223,58.84,60.939,69.337,71.436
141,1,65.2027,0.03222,58.9,61.001,69.404,71.505
142,1,65.2671,0.0322,58.962,61.064,69.47,71.572
143,1,65.331,0.03218,59.024,61.126,69.536,71.638
144,1,65.3946,0.03217,59.083,61.187,69.602,71.706
145,1,65.4579,0.03215,59.144,61.249,69.667,71.771
146,1,65.5208,0.03214,59.203,61.309,69.732,71.838
147,1,65.5834,0.03212,59.264,61.37,69.796,71.903
148,1,65.6456,0.0321,59.324,61.431,69.86,71.967
149,1,65.7075,0.03209,59.382,61.49,69.925,72.033
150,1,65.769,0.03207,59.441,61.551,69.987,72.097
151,1,65.8303,0.03206,59.499,61.609,70.051,72.162
