# Indian Food Composition Tables 2017 (ICMR-National Institute of Nutrition).
# Vendored for PoshanNetra AI (master prompt, Section 4).
# source_package: @ifct2017/compositions@2.0.9 (npm, MIT)
# source_tarball: https://registry.npmjs.org/@ifct2017/compositions/-/compositions-2.0.9.tgz
# sha256(tarball): 623e31d4ea355cc829429c2d8e776fbdb5eba953ea713bad2b01c962d3e2cfd5
# retrieved: 2026-08-28
# upstream_publication: https://www.nin.res.in/ebooks/IFCT2017.pdf
# ATTRIBUTION REQUIRED: any surface that shows these numbers must credit
#   'Indian Food Composition Tables 2017, ICMR-National Institute of Nutrition'.
# Energy is in KILOJOULES, as IFCT publishes it. kcal conversion happens in
#   app/nutrition/ifct.py and is unit-tested. Edible oils and fats are
#   published with energy_kj = 0; energy for those is derived from macros.
# *_e columns are IFCT's own national variability across six sampled regions.
# Values are per 100 g of RAW edible portion -- not cooked. See
#   app/nutrition/recipes.py for how cooked dishes are converted.
code,name,scientific_name,local_names,food_group,tags,energy_kj,energy_kj_e,protein_g,protein_g_e,carbohydrate_g,carbohydrate_g_e,fat_g,fat_g_e,fibre_g,water_g,hindi_name
O042,"Calf, liver",,,Animal Meat,nonveg,503,0,21.02,0,0,0,3.95,0,0,73.66,
O043,"Calf, spleen",,,Animal Meat,nonveg,379,0,17.71,0,0,0,2.12,0,0,78.65,
O044,"Calf, kidneys",,,Animal Meat,nonveg,387,0,15.16,0,0,0,3.5,0,0,80.23,
O045,"Mithun, shoulder",,,Animal Meat,nonveg,736,0,19.05,0,0,0,11.14,0,0,68.86,
O046,"Mithun, chops",,,Animal Meat,nonveg,536,0,18.19,0,0,0,6.12,0,0,73.81,
O047,"Mithun, round (leg)",,,Animal Meat,nonveg,485,0,19.61,0,0,0,4.1,0,0,72.25,
O048,"Pork, shoulder",,,Animal Meat,nonveg,993,28,17.41,0.71,0,0,18.83,0.88,0,62.92,
O049,"Pork, chops",,,Animal Meat,nonveg,748,51,19.41,0.68,0,0,11.3,1.33,0,68.4,
O050,"Pork, ham",,,Animal Meat,nonveg,1006,20,18.83,0.59,0,0,18.55,0.78,0,61.94,
O051,"Pork, lungs",,,Animal Meat,nonveg,358,16,15.13,0.52,0,0,2.74,0.23,0,81.12,
O052,"Pork, heart",,,Animal Meat,nonveg,457,32,16.31,0.16,0,0,4.87,0.84,0,77.74,
O053,"Pork, liver",,,Animal Meat,nonveg,484,24,19.89,1.16,0,0,3.94,0.34,0,74.88,
O054,"Pork, stomach",,,Animal Meat,nonveg,550,0,15.36,0,0,0,7.81,0,0,76.51,
O055,"Pork, spleen",,,Animal Meat,nonveg,357,31,15.13,0.79,0,0,2.71,0.71,0,80.93,
O056,"Pork, kidneys",,,Animal Meat,nonveg,379,21,14.35,1.03,0,0,3.65,0.55,0,80.92,
O057,"Pork, tube (small intestine)",,,Animal Meat,nonveg,587,0,14.96,0,0,0,8.98,0,0,75.42,
O058,"Hare, shoulder",,,Animal Meat,nonveg,603,0,21.13,0,0,0,6.58,0,0,71.06,
O059,"Hare, chops",,,Animal Meat,nonveg,445,0,20.62,0,0,0,2.55,0,0,75.47,
O060,"Hare, leg",,,Animal Meat,nonveg,503,0,20.52,0,0,0,4.16,0,0,73,
O061,"Rabbit, shoulder",,,Animal Meat,nonveg,635,0,20.01,0,0,0,7.96,0,0,70.75,
O062,"Rabbit, chops",,,Animal Meat,nonveg,565,0,22.61,0,0,0,4.88,0,0,71.03,
O063,"Rabbit, leg",,,Animal Meat,nonveg,584,0,21.31,0,0,0,5.99,0,0,70.33,
P001,Allathi,Elops machnata,"E. Tenpounder, Ladyfish, Indo pacific Tarpon; Mal. Valli poomeen, Vallipoomeen; Mar. Shonas, Dandeli, Chirya; O. Naum; Tam. Poomeen, Ullahti, Manna, Mooran Kendai; Tel. Jinnagow, Jallagu; [Place of collection: Chennai]",Marine Fish,fishetarian nonveg,406,0,21.77,0,0,0,0.98,0,0,75.91,
P002,Aluva,Parastromateus niger,"E. Black pomfret, Brown Pomfret, Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Karuvolli, Karauthakoli, Avoli, Vellavoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; [Place of collection: Vizag, Goa and Mumbai]",Marine Fish,fishetarian nonveg,434,17,21.63,0.28,0,0,1.8,0.51,0,75.71,
P003,Anchovy,Stolephorus indicus,"E. Indian anchovy, Hardenberg`s anchovy; Mal. Conetholi; Mar. Dindus; Tam. Tamil Nethilli; Tel. Nattoo; [Place of collection: Chennai and Kochi]",Marine Fish,fishetarian nonveg,367,0,19.88,0,0,0,0.78,0,0,77.77,
P004,Ari fish,Aprion virescens,E. Green jobfish; [Place of collection: Kochi],Marine Fish,fishetarian nonveg,415,0,22.01,0,0,0,1.11,0,0,77.09,
P005,Betki,Lates calcarifer,"E. Barramundi, Asian sea bass, Cockup, Cock up, Giant Sea Perch, Giant Seaperch; B. Bhekti; G. Bekti, Gariyu; Kan. Keliji, Koliji; Mal. Narimeen, Nuddee meen, Nair meen, Nari meen; Mar. Khajura, Jiteda, Khajuri, Fitadar; O. Durruah, Bekkut; Tam. Painnee meen, Koduva, Keduwa; Tel. Pandu kopah, Dadhara, Pandu menu; [Place of collection: Kolkata]",Marine Fish,fishetarian nonveg,284,0,15.28,0,0,0,0.29,0,0,82.52,
P006,Black snapper,Macolor niger,[Place of collection: Kolkata],Marine Fish,fishetarian nonveg,377,0,19.5,0,0,0,1.24,0,0,78.09,
P007,Bombay duck,Harpadon nehereus,"E. Bummalo; B. Nehare, Lutia, Bamaloh; G. Bumla, Gulchi; Mar. Bunmalo, Bombil; O. Bombil; Tam. Vangaravasi; Tel. Cucah sawahri, Coco mottah; Common. Lizardfish; [Place of collection: Mumbai and Kolkata]",Marine Fish,fishetarian nonveg,287,0,13.53,0,0,0,1.03,0,0,83.24,
P008,Bommuralu,Muraenesox cinerius,"E. Daggertooth pike conger, Dagger tooth pike conger; Common. Eel; [Place of collection: Chennai, Goa and Vizag]",Marine Fish,fishetarian nonveg,485,14,22.3,0.27,0,0,2.87,0.29,0,76.42,
P009,Cat fish,Tachysurus thalassinus,[Place of collection: Chennai],Marine Fish,fishetarian nonveg,456,0,22.18,0,0,0,2.13,0,0,76.22,
P010,Chakla,Rachycentron canadum,"E. Cobia, Black kingfish, Black King Fish, Butterfish, Black salmon, Ling, Lemonfish, Crabeater, Prodigal son, Black bonito; G. Modasa; Mal. Neimeen; Mar. Muddus, Sakala, Sakla, Madusa; Tam. Cuddul verarl, Kadal viral; Tel. Peddah mottah; Common. Perciform marine fish; [Place of collection: Mumbai, Vizag, Goa, Mandapam and Chennai]",Marine Fish,fishetarian nonveg,406,36,20.21,0.7,0,0,1.68,1,0,78.36,
P011,Chappal,Aluterus monoceros,E. Unicorn leatherjacket; Common. Filefish; [Place of collection: Goa],Marine Fish,fishetarian nonveg,317,0,17.17,0,0,0,0.67,0,0,80.61,
P012,Chelu,Elagatis bipinnulata,"E. Rainbow runner, Rainbow yellowtail, Spanish jack, Hawaiian salmon; Mal. Poomeen, Chameen; Tam. Kulkul; Common. Pelagic marine fish; [Place of collection: Vizag and Chennai]",Marine Fish,fishetarian nonveg,366,0,20.02,0,0,0,0.7,0,0,76.36,
P013,Chembali,Lutjanus quinquelineatus,"E. Five lined snapper, Blue striped snapper, Fivelines Seaperch, Gold striped Sea-perch., Five line Snapper, Fivelined Snapper; Common. Snapper; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,406,0,20.06,0,0,0,1.77,0,0,77.54,
P014,Eri meen,Pristipomoides filamentosus,"E. Crimson jobfish, Crimson snapper, Opakapaka, Hawaiian pink snapper; Common. Snapper; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,454,0,22.3,0,0,0,2.02,0,0,76.54,
P015,Gobro,Epinephelus diacanthus,"E. Coral Cod, Six barred Reef Cod, Thornycheek Grouper, Spinycheek Grouper, Grouper, Six barred Reef cod, Seabass, Coral Trout; Kan. Guri; Kon. Gobri; Mal. Kalawa, Varayan Kalawa; Mar. Gobra, Hekaru; Tam. Kalava; Common. Serranid fish; [Place of collection: Mumbai and Goa]",Marine Fish,fishetarian nonveg,362,0,19.37,0,0,0,0.88,0,0,78.84,
P016,Guitar fish,Rhinobatus prahli,[Place of collection: Chennai],Marine Fish,fishetarian nonveg,400,0,22.56,0,0,0,0.44,0,0,75.73,
P017,Hilsa,Tenualosa ilisha,"E. Ilish, Hilsa, River Shad, Indian Shad, Hilsa Shad; A. Elish, Ilish; B. Ilishmach, Ilish, Hilsa, Ilisha, Hilsha; G. Chaski, Palla, Chaksi, Chakshi; H. Hilsa; Kan. Palasa, Paliya, Polasa, Palia, Mullasu; Mal. Paluva, Valava, Paliyah; Mar. Palva, Chaksi, Pala, Palla; O. Ilisha, Ilish, Jodi; Tam. Karuva ullam, Sevva, Dolum, Ullam, Oolum; Tel. Palasah, Polasa, Palasa, Palia; Common. Herring; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,1083,0,21.8,0,0,0,18.49,0,0,60.09,Hilsa
P018,Jallal,Arius sp.,E. Arius; Common. Catfish; [Place of collection: Vizag],Marine Fish,fishetarian nonveg,420,0,21.55,0,0,0,1.46,0,0,77.5,
P019,Jathi vela meen,Lethrinus lentjan,"E. Pig face Bream, Silver Spotted Sea Bream, Bridled Pigface bream; Mal. Pullivelameen, Kadu; Tam. Valamin; Tel. Karua; Common. Emperor fish; [Place of collection: Mumbai and Mandapam]",Marine Fish,fishetarian nonveg,453,0,22.45,0,0,0,1.92,0,0,75.66,
P020,Kadal bral,Synodus indicus,E. Indian lizardfish; Common. Lizardfish; [Place of collection: Kochi],Marine Fish,fishetarian nonveg,368,0,18.72,0,0,0,1.34,0,0,79.66,
P021,Kadali,Nemipterus mesoprion,E. Redfilament Threadfin bream; [Place of collection: Chennai],Marine Fish,fishetarian nonveg,530,0,22.07,0,0,0,4.2,0,0,73.74,
P022,Kalamaara,Leptomelanosoma indicum,"E. Indian threadfin, Monk Fish, Thread Fin, Row Ball, Bastard Mullets, Bamin, Threadfin, Indian Salmon, Giant Threadfin, Indian Threadfin; G. Dara, Darha, Dadha; Kan. Vahmeenu, Ramas; Mal. Thamuthi, Yeta, Wahmeen, Baameen, Norakudiyan, Bahmin; Mar. Dara, Darha, Chelna; Tam. Thiravalai, Vellaikala, Seenakalai, Tahlunkala, Panigala, Valanakala, Kala, Battihiravalai, Kondiangalai, Kattikalai; Tel. Podikimaga, Budathamaga, Boddumaga, Thellamaga, Sahala, Maga-booshee; Common. Coastal fish; [Place of collection: Goa and Vizag]",Marine Fish,fishetarian nonveg,523,0,20.89,0,0,0,4.54,0,0,75.5,
P023,Kalava,Epinephelus coioides,"E. Orange spotted grouper, Estuary cod; [Place of collection: Mandapam]",Marine Fish,fishetarian nonveg,374,0,19.38,0,0,0,1.2,0,0,80.02,
P024,Kanamayya,Lutjanus rivulatus,"E. Blubberlip snapper, Maori Snapper, Multi coloured Snapper; Mal. Kathupiriyan; Tam. Cuttu pirium; Common. Snapper; [Place of collection: Chennai and Vizag]",Marine Fish,fishetarian nonveg,367,0,20.19,0,0,0,0.65,0,0,77.59,
P025,Kannadi paarai,Alectis indicus,"E. Diamond trevally, Indian threadfish, Indian threadfin, Mirror fish, Plumed trevally; Common. Coastal marine fish; [Place of collection: Mumbai, Chennai and Mandapam]",Marine Fish,fishetarian nonveg,423,11,22.09,0.24,0,0,1.27,0.4,0,76.25,
P026,Karimeen,Etroplus suratensis,"E. Green chromide, Pearlspot cichlid, Banded pearlspot, Striped chromide, Pearl Spot, Banded Etroplus; Kan. Elimeenu; Kash. Pitul; Kon. Kalunder; Mal. Karimeen, Erumeen, Irimeen; O. Cundahle; Tam. Seththa Kendai, Karassar, Sethakendai, Sethakandai, Palincha, Panishettai, Udupatti; Tel. Cashi mara, Cashimara, Duvvenachepa; Common. Cichlid fish; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,386,0,19.68,0,0,0,1.38,0,0,78.66,
P027,Karnagawala,Anchoa hepsetus,E. Broad striped anchovy; [Place of collection: Vizag],Marine Fish,fishetarian nonveg,363,0,19.52,0,0,0,0.84,0,0,79.22,
P028,Kayrai,Thunnus albacores,"E. Yellowfin tuna, Yellow Fin Tuna; G. Gedar, Gedara; Kon. Bokado; Mal. Poovan choora; Mar. Kuppa, Gedar, Bugudi, Pimp; Tam. Soccer; Common. Tuna; [Place of collection: Chennai]",Marine Fish,fishetarian nonveg,454,0,20.15,0,0,0,3,0,0,72.69,
P029,Kiriyan,Atule mate,"E. Yellowtail scad, Northern yellowtail scad, One finlet scad, Deep trevally, Omaka, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pulli Parai, Para, Warri parah, Vennai Parai, Semaparai, Parai, Thenga Parai, Komaraparai, Kilisai; Tel. Manjal Parai, Pulli Parai, Para; Common. Small inshore marine fish; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,556,0,22.49,0,0,0,4.7,0,0,72.39,
P030,Kite fish,Mobula kuhlii,E. Shortfin devil ray; Common. Ray; [Place of collection: Kochi],Marine Fish,fishetarian nonveg,413,0,23.07,0,0,0,0.56,0,0,77.61,
P031,Korka,Terapon jarbua,"E. Crescent grunter, Target Fish, Crescent Bass, Crescent Perch, Tiger Bass, Jarbua Terapon, Tiger perch, Squeaking Perch; B. Boorgooni, Jeerpye; G. Garangeta, Naida; Kan. Gore; Mal. Kotha, Marakkeri, Keeri, Kallakeedam; Mar. Naveri Hajam, Naveri; O. Gahnu, Galikooru; Tam. Mattakkeechan, Palin keetchan, Kovakeechan, Palinkeechan, Pootankeeli, Keeli, Keechan, Chavathinnikeeli; Tel. Baikeeli, Kilipothu, Ganam, Samudrakili; Common. Grunter; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,528,0,23.72,0,0,0,3.36,0,0,72.25,
P032,Kulam paarai,Carangoides fulvoguttatus,"E. Yellowspotted trevally, Yellowspotted kingfish, Goldspotted trevally, Tarrum; Common. Large inshore marine fish; [Place of collection: Chennai]",Marine Fish,fishetarian nonveg,501,0,21.62,0,0,0,3.6,0,0,73.44,
P033,Maagaa,Polynemus plebeius,E. Striped threadfin; Common. Marine fish; [Place of collection: Vizag],Marine Fish,fishetarian nonveg,366,0,20.11,0,0,0,0.67,0,0,79.23,
P034,Mackerel,Rastrelliger kanagurta,"E. Indian mackerel, Rake Gillat Mackerel; G. Bangada; Kan. Bangda, Bangadei, Bangada; Kon. Bangada; Mal. Ayila, Ayala, Ayla; Mar. Kaulagedar, Bangada, Kaula Gedar; O. Karan kita; Tam. Kanangeluthi, Kumala, Kumla, Augalai; Tel. Kannangadatha, Kanagurta, Kamangadachalu; Common. Mackerel; [Place of collection: Chennai, Mumbai and Goa]",Marine Fish,fishetarian nonveg,423,40,21.51,0.34,0,0,1.53,0.93,0,74.55,
P035,Manda clathi,Naso reticulatus,E. Reticulated unicornfish; [Place of collection: Mandapam],Marine Fish,fishetarian nonveg,398,0,21.27,0,0,0,1,0,0,76.32,
P036,Matha,Acanthurus mata,"E. Elongate surgeonfish, Blue lined surgeonfish; Mal. Pala; Common. Marine tropical fish; [Place of collection: Chennai and vizag]",Marine Fish,fishetarian nonveg,389,0,21.17,0,0,0,0.79,0,0,79.81,
P037,Milk fish,Chanos chanos,"E. Milkfish, Milk fish, White Mullet; Kan. Humeen, Hoomeenu, Hoo meenu; Mal. Poomeen; Tam. Pal kendai, Palmeen, Tulu candul, Thullu, Palai meen; Tel. Pallabontha, Polah bontah; [Place of collection: Mandapam]",Marine Fish,fishetarian nonveg,442,0,23.66,0,0,0,1.09,0,0,72.22,
P038,Moon fish,Mene maculata,"E. Moonfish; G. Vaniani; Kan. Hakkimeen; Mal. Ambattan parah; Tam. Ambutan parah, Amattikatti; Common. Perch fish; [Place of collection: Mumbai]",Marine Fish,fishetarian nonveg,526,0,20.74,0,0,0,4.69,0,0,74.21,
P039,Mullet,Mugil cephalus,"E. Flathead grey mullet, Flathead Greymullet; B. Ain; G. Bhomat, Boi, Gandhia; Kan. Mala; Mal. Tirutha, Thirutha, Tiruta; Mar. Boi, Mangan, Boita, Pilas, Bol, Pilsa, Sherto; Tam. Madavai, Kasmeen, Manla; Tel. Kathiparega, Kathi parenga; Common. Food fish; [Place of collection: Mumbai, Kochi and Chennai]",Marine Fish,fishetarian nonveg,393,26,20.23,1.3,0,0,1.32,0.27,0,76.12,
P040,Mural,Tylosurus crocodilus crocodilus,"E. Houndfish, Crocodile needlefish, Giant Longtom; Mal. Oola, Keran; Mar. Tol; Tam. Pahmum kolah; Tel. Wahlah kuddera; Common. Game fish; [Place of collection: Mandapam]",Marine Fish,fishetarian nonveg,345,0,19.04,0,0,0,0.58,0,0,78.96,
P041,Myil meen,Istiophorus platypterus,"E. Indo Pacific sailfish, Peacock Fish, Sail Fish, Indian Sail Fish, Sailfish; G. Tadmachhi, Kunga; Mal. Ola meen, Olameen; Mar. Tadmasa; Common. Sailfish; [Place of collection: Chennai and Mandapam]",Marine Fish,fishetarian nonveg,410,0,22.89,0,0,0,0.56,0,0,75.57,
P042,Nalla bontha,Epinephelus sp.,"E. Giant Rock Cod, Malabar Rockcod, Brown-spotted Grouper, Estuary Rock cod, Malabar Grouper, Morgan`s Cod, Blackspot Cod, Malabar Reef Cod, Speckled Grouper., Blacksaddle Grouper, Malabar Cod, Speckled Grouper, Grouper, Greasy Grouper, Blackspotted Rockcod, Malabar Reefcod, Estuary Cod, Malabar Rock Cod; G. Wekhali, Wekhanu., Wekhru; Kan. Gopra, Muni Meenu; Kon. Gobri; Mal. Kalawa; Mar. Gobra, Hekru, Hekaru; O. Bhala; Tam. Punni calawah, Kalava, Punni calawah; Tel. Bontha, Kodi Punju, Bontoo; Common. Large serranid fish; [Place of collection: Vizag]",Marine Fish,fishetarian nonveg,364,0,19.82,0,0,0,0.72,0,0,79.32,
P043,Narba,Caranx sexfasciatus,"E. Bigeye trevally, Bigeye jack, Great trevally, Six banded trevally, Dusky jack, Dusk Jack, Tille Jack; G. Bangada, Kala Bangada; Kan. Gondlu; Mal. Maduthala, Varayan para, Kuluvel; Mar. Kala Bangada; Common. Large marine fish; [Place of collection: Vizag and Mumbai]",Marine Fish,fishetarian nonveg,432,0,21.95,0,0,0,1.6,0,0,76.37,
P044,Paarai,Caranx heberi,"E. Blacktip trevally, Blacktip kingfish, Yellowtail kingfish; Common. Large marine fish; [Place of collection: Chennnai]",Marine Fish,fishetarian nonveg,435,0,21.58,0,0,0,1.84,0,0,75.77,
P045,Padayappa,Canthidermis maculata,"E. Rough triggerfish, Spotted oceanic triggerfish; Common. Triggerfish; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,360,0,19.7,0,0,0,0.69,0,0,79.18,
P046,Pali kora,Panna microdon,E. Panna croaker; [Place of collection: Kochi],Marine Fish,fishetarian nonveg,394,0,19.25,0,0,0,1.81,0,0,78.63,
P047,Pambada,Lepturacanthus savala,"E. Savalai hairtail, Small head hairtail, Small Headed Hairtail, Small Headed Ribbon Fish, Small headed Ribbonfish, Silver Ribbon Fish, Hair Tail, Ribbon Fish; G. Patti; Kan. Pambole; Kon. Bale; Mal. Vellasavala, Thalayan, Vellathalayan, Karupputhalayan, Karuppusavala, Vellithalayan; Mar. Baia, Wagti, Bala; Tam. Chavalai, Karthigaivalai, Savalai, Mattachavalai, Olavalai; Tel. Nadippussavallu, Peddasavallu, Yellasavallu, Savala, Kothisavallu; Common. Snapper; [Place of collection: Chennai and Kochi]",Marine Fish,fishetarian nonveg,537,0,21.95,0,0,0,4.44,0,0,74.67,
P048,Pandukopa,Pseudosciaena manchurica,"E. Larimichthys polyactis, Redlip croaker, Small yellow croaker, Little yellow croaker, Yellow corvina; Common. Croaker; [Place of collection: Vizag]",Marine Fish,fishetarian nonveg,360,0,19.73,0,0,0,0.65,0,0,77.46,
P049,Parava,Lactarius lactarius,"E. False trevally, Big jawed jumper, Big jawed jumber; G. Dhangari, Dangri, Chapla, Katli; Kan. Saundala, Adai minu; Mal. Adavu, Parava; Mar. Saundala, Pervi; Tam. Sudumbu, Suthumbu, Guthippu; Tel. Sudumbu, Sudumbala, Kuthuppu; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,467,0,21.5,0,0,0,2.74,0,0,77.19,
P050,Parcus,Psettodes erumei,"E. Indian halibut, Indian Turbot; G. Hario, Dataro; Kon. Box Lep; Mar. Zhipali, Bhakas; Tam. Erumei nakku; Tel. Noree nalaka; Common. Large primitive flatfish; [Place of collection: Mumbai]",Marine Fish,fishetarian nonveg,361,0,19.87,0,0,0,0.62,0,0,79.01,
P051,Parrot fish,Scarus ghobban,"E. Blue barred parrotfish, Blue trim parrotfish, Cream parrotfish, Globe headed parrotfish, Green blotched parrotfish, Yellow scale parrotfish, Bluechin parrotfish; Mal. Chandi; Common. Marine fish; [Place of collection: Mandapam]",Marine Fish,fishetarian nonveg,375,0,20.82,0,0,0,0.57,0,0,76.84,
P052,Perinkilichai,Pinjalo pinjalo,"E. Pinjalo Snapper; Tam. Mette mirrei, Polei oolavai; Common. Snapper; [Place of collection: Chennai]",Marine Fish,fishetarian nonveg,387,0,20.89,0,0,0,0.87,0,0,78.33,
P053,Phopat,Coryphaena hippurus,"E. Mahi mahi, Common dolphinfish, Common Dolphin Fish; B. Pomfret; G. Halwa, Adadio, Himra Machhi; Kan. Thondrotte; Mal. Affunose, Avoli, Karuvoli, Vellavoli; Mar. Abanoos, Halwa, Himra Masa; O. Baal; Tam. Karuvaval, Vavval, Vanna, Vellaivaval, Badahlan, Koppurai kula; Tel. Chanduva, Nallachanduva, Thellachanduva; Common. Surface dwelling ray finned fish; [Place of collection: Chennai, Kochi, Vizag and Mumbai]",Marine Fish,fishetarian nonveg,424,8,22.05,0.75,0,0,1.33,0.47,0,76.42,
P054,Piranha,Pygopritis sp.,[Place of collection: Kochi],Marine Fish,fishetarian nonveg,549,0,20.46,0,0,0,5.43,0,0,76.15,
P055,"Pomfret, black",Parastromateus niger,"E. Black pomfret, Brown Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Vellavoli, Karuvolli, Avoli, Karauthakoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; Common. Pomfret; [Place of collection: Kochi, Chennai, Mumbai, Mandapam, Vizag and Goa]",Marine Fish,fishetarian nonveg,515,0,18.91,0,0,0,4.83,0,0,74.43,
P056,"Pomfret, snub nose",Trachinotus blochii,"E. Snubnose Pampano; Mal. Peeyada; Mar. Ladagoo, Katattitaka; Tam. Kootili; Common. Coastal fish; [Place of collection: Mumbai]",Marine Fish,fishetarian nonveg,375,0,21.05,0,0,0,0.46,0,0,77.81,
P057,"Pomfret, white",Pampus argenteus,"E. Silver pomfret, White pomfret; B. Chandi, Pomfret; G. Vichuda; Kan. Thondrotte, Thondrette, Manji; Kon. Surangat; Mal. Vellavoli, Karuvolli, Avoli, Velutha-avoli; Mar. Saranga, Chandava, Paplet; O. Chandee, Ghia; Tam. Vella vavval, Karuvaval, Vavval, Vellaivaval; Tel. Thellachanduva, Nallachanduva, Chanduva; Common. Butterfish; [Place of collection: Mumbai and Goa]",Marine Fish,fishetarian nonveg,513,0,19.02,0,0,0,5.12,0,0,75.91,
P058,Pranel,Gerres sp.,"E. Whipfin silver biddy, Deepbody mojarra; Kan. Paiya; Mal. Pranjin; Mar. Charbat; Tam. Oodan; Common. Mojarras; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,405,0,19.69,0,0,0,1.89,0,0,79.54,
P059,Pulli paarai,Gnathanodon speciosus,"E. Golden trevally, Golden kingfish, Banded trevally, King trevally, Golden Toothless Trevally, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pilli parah, Pathi Parah, Para, Thenga Parai, Vennai Parai, Kilisai, Pathi parah, Komaraparai, Pulli Parai, Semaparai, Parai; Tel. Pulli Parai, Para, Poloosoo parah, Manjal Parai; Common. Large marine fish; [Place of collection: Chennai]",Marine Fish,fishetarian nonveg,399,0,20.06,0,0,0,1.55,0,0,75.99,
P060,Queen fish,Scomberoides commersonianus,"E. Doubledotted Queenfish, Talang Queenfish; G. Sag; Kan. Palaimeenu, Diana; Mal. Palameen; Mar. Dagol; Tam. Toal parah, Katta; Tel. Pasupara; Common. Coastal fish; [Place of collection: Chennai, Kochi and Goa]",Marine Fish,fishetarian nonveg,400,12,20.97,0.31,0,0,1.17,0.2,0,76.63,
P061,Raai fish,Lobotes surinamensis,"E. Atlantic tripletail, Brown Tripletail, Tripple Tail, Brown Tripletail; G. Katkola; Mal. Parrandee; Mar. Katkola; O. Chota Bekkut; Tam. Musalli; Common. Warm water marine fish; [Place of collection: Chennai and Vizag]",Marine Fish,fishetarian nonveg,430,0,21.61,0,0,0,1.69,0,0,77.14,
P062,Raai vanthu,Epinephelus chlorostigma,"E. Brown spotted reef cod, Souman, Brownspotted grouper, Brown spotted grouper, Brownspotted rockcod., Brown spotted reef cod; G. Vekharu, Vekhala; Kan. Guri; Kon. Gobri; Mal. Pulli Kalawa, Kalava; Mar. Hekru, Hekaru; Tam. Kalava; Common. Grouper fish; [Place of collection: Vizag]",Marine Fish,fishetarian nonveg,410,0,19.39,0,0,0,2.17,0,0,79.95,
P063,Rani,Pink perch,"Common. Freshwater gamefish; [Place of collection: Goa, Kochi, Chennai, Mumbai, Vizag and Mandapam]",Marine Fish,fishetarian nonveg,377,0,18.83,0,0,0,1.49,0,0,78.55,
P064,"Ray fish, bow head, spotted",Rhina ancylostoma,"E. Bowmouth guitarfish, Shark ray, Mud skate, Bowmouthed Guitarfish; Mar. Sakshi, Lanj; Tam. Mun ultava; Tel. Pottila sora, Nella dindi; Common. Ray; [Place of collection: Kochi]",Marine Fish,fishetarian nonveg,349,0,19.03,0,0,0,0.7,0,0,80.3,
P065,Red snapper,Lutjanus argentimaculatus,"E. Mangrove red snapper, Mangrove jack, Creek red bream, Stuart evader, Dog bream, Purple sea perch, Purple seaperch, Red bass, Red bream, Red perch, Red reef bream, River roman, Rock barramundi, Yellow snapper, Silver spotted Grey Snapper, Gray Snapper, Malabar Red Snapper; G. Ratado; Kan. Chembali; Mal. Murumeen, Pahari, Chemballi; Mar. Tambusa; Tam. Paruthikanni, Patani-keeli, Karuvalai, Nethiprion, Paruthivala Meen, Chenganni, Vekkattai, Thokkal, Cheppili, Karva, Adallu, Vekkattai, Antaleyan; Tel. Rangu, Thundava., Rangoo, Thundava, Kaliviyya; Common. Snapper; [Place of collection: Vizag]",Marine Fish,fishetarian nonveg,437,0,22.79,0,0,0,1.34,0,0,76.28,
P066,"Red snapper, small",Priacanthus hamrur,"E. Lunar-tailed bigeye, Goggle eye, Moontail bullseye, Red Bullseye, Lunar-tailed Bullseye, Red Big Eye, Crescent Tail Bigeye, Lunar Tailed Bigeye, Dusky-finned Bullseye, Spot-finned Bull`s Eye., Moontail Bullseye, Bigeye Snapper, Black-spot Big-eye, Lunar-tailed Glasseye, Duskyfin Bulleye, Goggle-eye; B. Alta-punti; G. Dorali, Ratado; Kan. Disco Meenu; Mal. Bullsai; Mar. Tambi; O. Alta-punti; Tam. Kakkasi, Paswa; Tel. Bochelu; Common. Marine fish; [Place of collection: Goa]",Marine Fish,fishetarian nonveg,451,0,21.5,0,0,0,2.3,0,0,76.31,
P067,Sadaya,Platax orbicularis,"E. Orbicular batfish, Circular batfish, Orbiculate batfish, Round batfish, Orbic batfish; Common. Aquarium fish; [Place of collection: Chennai]",Marine Fish,fishetarian nonveg,462,0,20.68,0,0,0,2.97,0,0,75.53,
